VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6
271270135,7,7,3,2,7,1,7
271270140,7,7,3,2,7,3,7
271270145,7,7,3,2,7,3,7
271270150,7,7,3,2,7,3,7
271270155,7,7,3,2,7,1,7
271270160,7,7,3,2,7,3,2
271270165,7,7,3,2,7,3,7
271270170,7,7,3,2,7,3,7
271270175,7,7,3,2,7,3,7
271270180,7,7,3,2,7,3,7
271270185,7,7,3,2,7,3,7
271270190,7,7,3,2,7,3,7
271270195,7,7,3,2,7,3,7
271270200,7,7,3,2,7,1,7
271270205,7,7,3,2,7,3,7
271270210,7,7,3,2,7,3,7
271270215,7,7,3,2,7,3,7
271270220,7,7,3,2,7,3,7
271290005,7,7,3,2,7,3,7
271290010,7,7,3,2,7,3,7
271290015,7,7,3,2,7,3,7
271290020,7,7,3,2,7,3,7
271290025,7,7,3,2,7,3,7
271290030,7,7,3,2,7,3,7
271290035,7,7,3,2,7,3,7
271290040,7,7,3,2,7,3,7
271290045,7,7,3,2,7,3,7
271290050,7,7,3,2,7,3,7
271290055,7,7,3,2,7,3,7
271290060,7,7,3,2,7,3,7
271290065,7,7,3,2,7,3,7
271290070,7,7,3,2,7,3,7
271290075,7,7,3,2,7,3,7
271290080,7,7,3,2,7,3,7
271290085,7,7,3,2,7,3,7
271290090,7,7,3,2,7,3,7
271290095,7,7,3,2,7,3,7
271290100,7,7,3,2,7,3,7
271290105,7,7,3,2,7,3,7
271290110,7,7,3,2,7,3,7
271290115,7,7,3,2,7,3,7
271290120,7,7,3,2,7,3,7
271290125,7,7,3,2,7,3,7
271290130,7,7,3,2,7,3,7
271290135,7,7,3,2,7,3,7
271290140,7,7,3,2,7,3,7
271290145,7,7,3,2,7,3,7
271290150,7,7,3,2,7,3,7
271290155,7,7,3,2,7,3,7
271290160,7,7,3,2,7,3,7
271290165,7,7,3,2,7,3,7
271290170,7,7,3,2,7,3,7
271290175,7,7,3,2,7,3,7
271290180,7,7,3,2,7,3,7
271290185,7,7,3,2,7,3,7
271310005,2,6,4,4,3,5,8
271310010,1,6,4,4,3,1,2
271310012,1,6,4,4,3,5,8
271310015,2,6,4,4,3,5,8
271310020,2,6,4,4,3,6,2
271310025,1,6,4,4,3,1,2
271310030,1,6,4,4,3,1,2
271310035,1,6,4,4,3,1,2
271310040,1,6,4,4,3,1,2
271310055,2,6,4,4,3,6,2
271310060,2,6,4,4,3,6,2
271310065,2,6,4,4,3,1,2
271310070,2,6,4,4,3,1,2
271310075,1,6,4,4,3,1,8
271310080,2,6,4,4,3,5,8
271310085,2,6,4,4,3,5,8
271310090,2,6,4,4,3,5,8
271310095,2,6,4,4,3,5,8
271310105,2,6,4,4,3,5,8
271310113,2,6,4,4,3,5,8
271310114,2,6,4,4,3,5,8
271310115,2,6,4,4,3,5,8
271310120,1,6,4,4,3,1,8
271310125,2,6,4,4,3,1,2
271310130,1,6,4,4,3,1,2
271310135,1,6,4,4,3,1,2
271310140,2,6,4,4,3,6,8
271310142,2,6,4,4,3,6,8
271310145,1,6,4,4,3,1,2
271310150,2,6,4,4,3,6,2
271310155,1,6,4,4,3,1,8
271330005,1,7,3,2,7,1,7
271330010,1,7,3,2,7,1,7
271330015,1,7,3,2,7,1,7
271330020,1,7,3,2,7,1,7
271330025,1,7,3,2,7,1,7
271330030,1,7,3,2,7,1,7
271330035,1,7,3,2,7,1,7
271330040,1,7,3,2,7,1,7
271330045,1,7,3,2,7,1,7
271330050,1,7,3,2,7,1,7
271330055,1,7,3,2,7,1,7
271330060,1,7,3,2,7,1,7
271330065,1,7,3,2,7,1,7
271330070,1,7,3,2,7,1,7
271330075,1,7,3,2,7,1,7
271330077,1,7,3,2,7,1,7
271330080,1,7,3,2,7,1,7
271330085,1,7,3,2,7,1,7
271330090,1,7,3,2,7,1,7
271330095,1,7,3,2,7,1,7
271330100,1,7,3,2,7,1,7
271330105,1,7,3,2,7,1,7
271330110,1,7,3,2,7,1,7
271330115,1,7,3,2,7,1,7
271350005,7,1,2,1,1,2,1
271350010,7,1,2,1,1,2,1
271350015,7,1,2,1,1,2,1
271350020,7,1,2,1,1,2,1
271350025,7,1,2,1,1,2,1
271350028,7,1,2,1,1,2,1
271350030,7,1,2,1,1,2,1
271350035,7,1,2,1,1,2,1
271350040,7,1,2,1,1,2,1
271350045,7,1,2,1,1,2,1
271350050,7,1,2,1,1,2,1
271350055,7,1,2,1,1,2,1
271350060,7,1,2,1,1,2,1
271350065,7,1,2,1,1,2,1
271350070,7,1,2,1,1,2,1
271350075,7,1,2,1,1,2,1
271350080,7,1,2,1,1,2,1
271350083,7,1,2,1,1,2,1
271350085,7,1,2,1,1,2,1
271350090,7,1,2,1,1,2,1
271350095,7,1,2,1,1,2,1
271350100,7,1,2,1,1,2,1
271350105,7,1,2,1,1,2,1
271350110,7,1,2,1,1,2,1
271350115,7,1,2,1,1,2,1
271350120,7,1,2,1,1,2,1
271350121,7,1,2,1,1,2,1
271350122,7,1,2,1,1,2,1
271350125,7,1,2,1,1,2,1
271350130,7,1,2,1,1,2,1
271350135,7,1,2,1,1,2,1
271350140,7,1,2,1,1,2,1
271350145,7,1,2,1,1,2,1
271350150,7,1,2,1,1,2,1
271350155,7,1,2,1,1,2,1
271350160,7,1,2,1,1,2,1
271350165,7,1,2,1,1,2,1
271350170,7,1,2,1,1,2,1
271350175,7,1,2,1,1,2,1
271350176,7,1,2,1,1,2,1
271350180,7,1,2,1,1,2,1
271350185,7,1,2,1,1,2,1
271350190,7,1,2,1,1,2,1
271350195,7,1,2,1,1,2,1
271370005,8,2,1,1,1,2,1
271370010,8,2,1,1,1,2,1
271370015,8,2,1,1,1,2,1
271370020,8,2,1,1,1,2,1
271370025,8,2,1,1,1,2,1
271370030,8,2,1,1,1,2,1
271370031,8,2,1,1,1,2,1
271370035,8,2,1,1,1,2,1
271370040,8,2,1,1,1,2,1
271370045,8,2,1,1,1,2,1
271370050,8,2,1,1,1,2,1
271370055,8,2,1,1,1,2,1
271370060,8,2,1,1,1,2,1
271370065,8,2,1,1,1,2,1
271370066,8,2,1,1,1,2,1
271370070,8,2,1,1,1,2,4
271370075,8,2,1,1,1,2,1
271370080,8,2,1,1,1,2,1
271370085,8,2,1,1,1,2,1
271370090,8,2,1,1,1,2,1
271370095,8,2,1,1,1,2,1
271370100,8,2,1,1,1,2,1
271370115,8,2,1,1,1,2,1
271370120,8,2,1,1,1,2,1
271370125,8,2,1,1,1,2,1
271370130,8,2,1,1,1,2,1
271370133,8,2,1,1,1,2,1
271370135,8,2,1,1,1,2,1
271370140,8,2,1,1,1,2,1
271370145,8,2,1,1,1,2,1
271370150,8,2,1,1,1,2,4
271370155,8,2,1,1,1,2,1
271370160,8,2,1,1,1,2,1
271370165,8,2,1,1,1,2,1
271370170,8,2,1,1,1,2,1
271370175,8,2,1,1,1,2,4
271370180,8,2,1,1,1,2,1
271370190,8,2,1,1,1,2,1
271370195,8,2,1,1,1,2,4
271370200,8,2,1,1,1,2,1
271370205,8,2,1,1,1,2,1
271370210,8,2,1,1,1,2,4
271370215,8,2,1,1,1,2,4
271370220,8,2,1,1,1,2,4
271370230,8,2,1,1,1,2,4
271370240,8,2,1,1,1,2,4
271370245,8,2,1,1,1,2,4
271370250,8,2,1,1,1,2,4
271370255,8,2,1,1,1,2,4
271370260,8,2,1,1,1,2,4
271370265,8,2,1,1,1,2,4
271370270,8,2,1,1,1,2,4
271370275,8,2,1,1,1,2,4
271370280,8,2,1,1,1,2,4
271370285,8,2,1,1,1,2,4
271370290,8,2,1,1,1,2,4
271370295,8,2,1,1,1,2,4
271370300,8,2,1,1,1,2,4
271370305,8,2,1,1,1,2,4
271370315,8,2,1,1,1,2,4
271370320,8,2,1,1,1,2,4
271370325,8,2,1,1,1,2,4
271370435,8,2,1,1,1,2,1
271370437,8,2,1,1,1,2,1
271370440,8,2,1,1,1,2,1
271370445,8,2,1,1,1,2,1
271370450,8,2,1,1,1,2,1
271370470,8,2,1,1,1,2,1
271370475,8,2,1,1,1,2,1
271370480,8,2,1,1,1,2,1
271370505,8,2,1,1,1,2,1
271370510,8,2,1,1,1,2,1
271370515,8,2,1,1,1,2,1
271370520,8,2,1,1,1,2,4
271370525,8,2,1,1,1,2,4
271370530,8,2,1,1,1,2,4
271370540,8,2,1,1,1,2,1
271370545,8,2,1,1,1,2,1
271370550,8,2,1,1,1,2,1
271370565,8,2,1,1,1,2,1
271370570,8,2,1,1,1,2,1
271370575,8,2,1,1,1,2,1
271370580,8,2,1,1,1,2,1
271370585,8,2,1,1,1,2,1
271370590,8,2,1,1,1,2,4
271370591,8,2,1,1,1,2,4
271370595,8,2,1,1,1,2,1
271370600,8,2,1,1,1,2,1
271370605,8,2,1,1,1,2,4
271370615,8,2,1,1,1,2,1
271370620,8,2,1,1,1,2,1
271370625,8,2,1,1,1,2,1
271370630,8,2,1,1,1,2,1
271370635,8,2,1,1,1,2,1
271370640,8,2,1,1,1,2,1
271370645,8,2,1,1,1,2,1
271370735,8,2,1,1,1,2,1
271370750,8,2,1,1,1,2,4
271370755,8,2,1,1,1,2,1
271370760,8,2,1,1,1,2,1
271370765,8,2,1,1,1,2,1
271370770,8,2,1,1,1,2,1
271370775,8,2,1,1,1,2,1
271370780,8,2,1,1,1,2,1
271370785,8,2,1,1,1,2,1
271370790,8,2,1,1,1,2,1
271370795,8,2,1,1,1,2,1
271370797,8,2,1,1,1,2,1
271370799,8,2,1,1,1,2,1
271370800,8,2,1,1,1,2,1
271370805,8,2,1,1,1,2,1
271370810,8,2,1,1,1,2,1
271370815,8,2,1,1,1,2,1
271370820,8,2,1,1,1,2,1
271370821,8,2,1,1,1,2,1
271370825,8,2,1,1,1,2,1
271370840,8,2,1,1,1,2,1
271370845,8,2,1,1,1,2,1
271370850,8,2,1,1,1,2,1
271370852,8,2,1,1,1,2,1
271370855,8,2,1,1,1,2,1
271370857,8,2,1,1,1,2,1
271370860,8,2,1,1,1,2,1
271370865,8,2,1,1,1,2,1
271370875,8,2,1,1,1,2,1
271370880,8,2,1,1,1,2,1
271370881,8,2,1,1,1,2,1
271370885,8,2,1,1,1,2,1
271370890,8,2,1,1,1,2,4
271370895,8,2,1,1,1,2,4
271370910,8,2,1,1,1,2,1
271370915,8,2,1,1,1,2,1
271370920,8,2,1,1,1,2,1
271370925,8,2,1,1,1,2,4
271370930,8,2,1,1,1,2,1
271370935,8,2,1,1,1,2,1
271370940,8,2,1,1,1,2,1
271370942,8,2,1,1,1,2,1
271370945,8,2,1,1,1,2,1
271370950,8,2,1,1,1,2,1
271370960,8,2,1,1,1,2,1
271370962,8,2,1,1,1,2,1
271370965,8,2,1,1,1,2,1
271370970,8,2,1,1,1,2,1
271370971,8,2,1,1,1,2,1
271370973,8,2,1,1,1,2,1
271370975,8,2,1,1,1,2,1
271370976,8,2,1,1,1,2,1
271370979,8,2,1,1,1,2,1
271370990,8,2,1,1,1,2,1
271370999,8,2,1,1,1,2,1
271371000,8,2,1,1,1,2,1
271371001,8,2,1,1,1,2,1
271371002,8,2,1,1,1,2,1
271371005,8,2,1,1,1,2,1
271371011,8,2,1,1,1,2,1
271371030,8,2,1,1,1,2,1
271371035,8,2,1,1,1,2,1
271371040,8,2,1,1,1,2,1
271371045,8,2,1,1,1,2,1
271371050,8,2,1,1,1,2,1
271371055,8,2,1,1,1,2,1
271371060,8,2,1,1,1,2,1
271371125,8,2,1,1,1,2,1
271371130,8,2,1,1,1,2,1
271371135,8,2,1,1,1,2,1
271371136,8,2,1,1,1,2,1
271371140,8,2,1,1,1,2,1
271371145,8,2,1,1,1,2,1
271371150,8,2,1,1,1,2,1
271371155,8,2,1,1,1,2,1
271371160,8,2,1,1,1,2,1
271379999,8,2,1,1,1,2,4
271390005,2,6,5,5,6,6,2
271390010,2,6,5,5,6,6,2
271390015,2,6,5,5,6,3,2
271390020,2,6,5,5,6,6,8
271390025,2,6,5,5,6,6,8
271390037,2,6,5,5,6,6,8
271390040,2,6,5,5,6,6,2
271390045,2,6,5,5,6,6,7
271390050,2,6,5,5,6,6,2
271390055,2,6,5,5,6,6,2
271390060,2,6,5,5,6,6,2
271390070,2,6,5,5,6,6,8
271390075,2,6,5,5,6,6,2
271390080,2,6,5,5,6,6,2
271390084,2,6,5,5,6,6,2
271390090,2,6,5,5,6,6,2
271390091,2,6,5,5,6,6,2
271390092,2,6,5,5,6,6,2
271390093,2,6,5,5,6,6,2
271390094,2,6,5,5,6,6,2
271390097,2,6,5,5,6,6,2
271390099,2,6,5,5,6,6,2
271390100,2,6,5,5,6,6,2
271390105,2,6,5,5,6,6,2
271390110,2,6,5,5,6,6,2
271390111,2,6,5,5,6,6,2
271390112,2,6,5,5,6,6,2
271390113,2,6,5,5,6,6,2
271390114,2,6,5,5,6,6,2
271390116,2,6,5,5,6,6,2
271390117,2,6,5,5,6,6,2
271390118,2,6,5,5,6,6,2
271390119,2,6,5,5,6,6,7
271390120,2,6,5,5,6,6,7
271390125,2,6,5,5,6,6,7
271390130,2,6,5,5,6,6,7
271390135,2,6,5,5,6,6,7
271390136,2,6,5,5,6,6,7
271390137,2,6,5,5,6,6,7
271390138,2,6,5,5,6,6,7
271390145,2,6,5,5,6,6,2
271390150,2,6,5,5,6,6,7
271390153,2,6,5,5,6,6,2
271390156,2,6,5,5,6,6,2
271390157,2,6,5,5,6,6,2
271390158,2,6,5,5,6,6,2
271390160,2,6,5,5,6,6,2
271410005,6,1,2,8,7,4,3
271410010,6,1,2,8,7,4,3
271410015,6,1,2,8,7,4,3
271410020,6,1,2,8,7,4,3
271410022,6,1,2,8,7,4,3
271410024,6,1,2,8,7,4,3
271410025,6,1,2,8,7,4,3
271410030,6,1,2,8,7,4,3
271410035,6,1,2,8,7,3,7
271410040,6,1,2,8,7,3,7
271410045,6,1,2,8,7,4,3
271410050,6,1,2,8,7,4,3
271410055,6,1,2,8,7,4,3
271410060,6,1,2,8,7,4,3
271410065,6,1,2,8,7,3,7
271410070,6,1,2,8,7,4,3
271410075,6,1,2,8,7,4,3
271410080,6,1,2,8,7,3,3
271410085,6,1,2,8,7,4,3
271410090,6,1,2,8,7,3,3
271410095,6,1,2,8,7,3,3
271410100,6,1,2,8,7,3,3
271410105,6,1,2,8,7,4,3
271410110,6,1,2,8,7,4,3
271410111,6,1,2,8,7,4,3
271410120,6,1,2,8,7,4,3
271410121,6,1,2,8,7,4,3
271410122,6,1,2,8,7,4,3
271410125,6,1,2,8,7,4,3
271410130,6,1,2,8,7,4,3
271410135,6,1,2,8,7,4,3
271410140,6,1,2,8,7,4,3
271410145,6,1,2,8,7,4,3
271410150,6,1,2,8,7,4,3
271410155,6,1,2,8,7,4,3
271430005,7,7,5,2,6,3,7
271430010,7,7,5,2,6,3,2
271430015,7,7,5,2,6,3,2
271430020,7,7,5,2,6,3,7
271430025,7,7,5,2,6,3,7
271430030,7,7,5,2,6,3,7
271430035,7,7,5,2,6,3,2
271430040,7,7,5,2,6,3,7
271430045,7,7,5,2,6,3,7
271430050,7,7,5,2,6,3,7
271430055,7,7,5,2,6,3,2
271430060,7,7,5,2,6,3,2
271430065,7,7,5,2,6,3,2
271430070,7,7,5,2,6,3,2
271430075,7,7,5,2,6,3,2
271430080,7,7,5,2,6,3,2
271430082,7,7,5,2,6,3,2
271430085,7,7,5,2,6,3,7
271430090,7,7,5,2,6,3,7
271430095,7,7,5,2,6,3,7
271430100,7,7,5,2,6,3,7
271430105,7,7,5,2,6,3,2
271430110,7,7,5,2,6,3,7
271430115,7,7,5,2,6,3,2
271430120,7,7,5,2,6,3,7
271450005,7,3,2,2,7,3,3
271450010,7,3,2,2,7,3,3
271450015,7,3,2,2,7,3,1
271450020,7,3,2,2,7,3,7
271450025,7,3,2,2,7,3,7
271450027,7,3,2,2,7,3,7
271450030,7,3,2,2,7,3,1
271450035,7,3,2,2,7,3,7
271450040,7,3,2,2,7,3,7
271450042,6,3,2,2,7,3,7
271450045,7,3,2,2,7,3,7
271450050,6,3,2,2,7,3,7
271450055,6,3,2,2,7,3,7
271450060,7,3,2,2,7,3,1
271450065,7,3,2,2,7,3,1
271450070,7,3,2,2,7,3,7
271450075,7,3,2,2,7,3,7
271450080,7,3,2,2,7,3,1
271450085,6,3,2,2,7,3,7
271450090,7,3,2,2,7,3,7
271450095,7,3,2,2,7,3,1
271450100,7,3,2,2,7,3,1
271450105,7,3,2,2,7,3,1
271450110,7,3,2,2,7,3,1
271450115,7,3,2,2,7,3,3
271450120,7,3,2,2,7,3,3
271450125,7,3,2,2,7,3,7
271450130,7,3,2,2,7,3,3
271450135,7,3,2,2,7,3,1
271450137,7,3,2,2,7,3,1
271450140,7,3,2,2,7,3,1
271450145,6,3,2,2,7,3,7
271450150,7,3,2,2,7,3,7
271450155,6,3,2,2,7,3,7
271450160,7,3,2,2,7,3,7
271450165,7,3,2,2,7,3,1
271450170,7,3,2,2,7,3,1
271450180,7,3,2,2,7,3,1
271450185,7,3,2,2,7,3,1
271450190,7,3,2,2,7,3,7
271450192,7,3,2,2,7,3,7
271450195,7,3,2,2,7,3,1
271450200,7,3,2,2,7,3,1
271450205,7,3,2,2,7,3,1
271450210,7,3,2,2,7,3,1
271450215,7,3,2,2,7,3,1
271450225,7,3,2,2,7,3,1
271450230,7,3,2,2,7,3,7
271450235,6,3,2,2,7,3,7
271450245,7,3,2,2,7,3,7
271450250,7,3,2,2,7,3,3
271450255,6,3,2,2,7,3,7
271450260,6,3,2,2,7,3,3
271450265,6,3,2,2,7,3,7
271450270,6,3,2,2,7,3,7
271450275,6,3,2,2,7,3,7
271450280,6,3,2,2,7,3,7
271450285,6,3,2,2,7,3,7
271450290,6,3,2,2,7,3,3
271450295,6,3,2,2,7,3,7
271450305,6,3,2,2,7,3,7
271450307,6,3,2,2,7,3,7
271450310,6,3,2,2,7,3,7
271450312,6,3,2,2,7,3,7
271450315,6,3,2,2,7,3,7
271450317,6,3,2,2,7,3,7
271450320,6,3,2,2,7,3,7
271450330,6,3,2,2,7,3,7
271450335,6,3,2,2,7,3,7
271450340,6,3,2,2,7,3,7
271450345,6,3,2,2,7,3,7
271450350,6,3,2,2,7,3,7
271450355,6,3,2,2,7,3,7
271450360,6,3,2,2,7,3,7
271450380,6,3,2,2,7,3,7
271450385,6,3,2,2,7,3,7
271450390,6,3,2,2,7,3,7
271450399,7,3,2,2,7,3,1
271450400,7,3,2,2,7,3,1
271450404,7,3,2,2,7,3,1
271450405,7,3,2,2,7,3,7
271450410,7,3,2,2,7,3,7
271450414,6,3,2,2,7,3,7
271450415,6,3,2,2,7,3,7
271450416,6,3,2,2,7,3,7
271450417,6,3,2,2,7,3,7
271450418,6,3,2,2,7,3,7
271450419,6,3,2,2,7,3,7
271450420,7,3,2,2,7,3,1
271450430,7,3,2,2,7,3,1
271450434,7,3,2,2,7,3,1
271450435,7,3,2,2,7,3,1
271450440,6,3,2,2,7,3,7
271450441,6,3,2,2,7,3,7
271450442,6,3,2,2,7,3,7
271450443,6,3,2,2,7,3,7
271450445,7,3,2,2,7,3,7
271450450,7,3,2,2,7,3,1
271470005,1,6,4,3,3,1,8
271470010,1,6,4,3,3,1,2
271470015,1,6,4,3,3,1,2
271470020,1,6,4,3,3,1,2
271470025,1,6,4,3,3,1,8
271470030,1,6,4,3,3,1,2
271470035,1,6,4,3,3,1,2
271470040,1,6,4,3,3,1,8
271470045,1,6,4,3,3,1,2
271470050,1,6,4,3,3,1,8
271470055,1,6,4,3,3,1,2
271470060,1,6,4,3,3,1,2
271470065,1,6,4,3,3,1,8
271470070,1,6,4,3,3,1,8
271470075,1,6,4,3,3,1,8
271470085,1,6,4,3,3,1,8
271470090,1,6,4,3,3,1,8
271470100,1,6,4,3,3,1,8
271470105,1,6,4,3,3,1,8
271470115,1,6,4,3,3,1,8
271470120,1,6,4,3,3,1,8
271470130,1,6,4,3,3,1,8
271470135,1,6,4,3,3,1,8
271470145,1,6,4,3,3,1,8
271470150,1,6,4,3,3,1,8
271470155,1,6,4,3,3,1,2
271490005,7,3,3,2,7,3,7
271490010,7,3,3,2,7,3,7
271490015,7,3,3,2,7,3,7
271490020,7,3,3,2,7,3,7
271490025,7,3,3,2,7,3,7
271490030,7,3,3,2,7,3,7
271490035,7,3,3,2,7,3,7
271490040,7,3,3,2,7,3,7
271490045,7,3,3,2,7,3,7
271490050,7,3,3,2,7,3,7
271490055,7,3,3,2,7,3,7
271490060,7,3,3,2,7,3,7
271490065,7,3,3,2,7,3,7
271490072,7,3,3,2,7,3,7
271490073,7,3,3,2,7,3,7
271490075,7,3,3,2,7,3,7
271490076,7,3,3,2,7,3,7
271490080,7,3,3,2,7,3,7
271490081,7,3,3,2,7,3,7
271490085,7,3,3,2,7,3,7
271490090,7,3,3,2,7,3,7
271490095,7,3,3,2,7,3,7
271490100,7,3,3,2,7,3,7
271490105,7,3,3,2,7,3,7
271490110,7,3,3,2,7,3,7
271490115,7,3,3,2,7,3,7
271510005,7,3,3,2,7,3,7
271510010,7,3,3,2,7,3,7
271510015,7,3,3,2,7,3,7
271510020,7,3,3,2,7,3,7
271510025,7,3,3,2,7,3,7
271510030,7,3,3,2,7,3,7
271510035,7,3,3,2,7,3,7
271510040,7,3,3,2,7,3,7
271510045,7,3,3,2,7,3,7
271510050,7,3,3,2,7,3,7
271510055,7,3,3,2,7,3,7
271510060,7,3,3,2,7,3,7
271510065,7,3,3,2,7,3,7
271510070,7,3,3,2,7,3,7
271510075,7,3,3,2,7,3,7
271510080,7,3,3,2,7,3,7
271510085,7,3,3,2,7,3,7
271510090,7,3,3,2,7,3,7
271510095,7,3,3,2,7,3,7
271510100,7,3,3,2,7,3,7
271510105,7,3,3,2,7,3,7
271510110,7,3,3,2,7,3,7
271510115,7,3,3,2,7,3,7
271510120,7,3,3,2,7,3,7
271510125,7,3,3,2,7,3,7
271510130,7,3,3,2,7,3,7
271510135,7,3,3,2,7,3,7
271510140,7,3,3,2,7,3,7
271510145,7,3,3,2,7,3,7
271510150,7,3,3,2,7,3,7
271530005,7,3,2,2,2,3,7
271530010,7,3,2,2,2,3,1
271530015,7,3,2,2,2,3,1
271530020,7,3,2,2,2,3,1
271530025,7,3,2,2,2,3,1
271530030,7,3,2,2,2,3,1
271530035,7,3,2,2,2,3,1
271530040,7,3,2,2,2,3,1
271530045,7,3,2,2,2,3,1
271530050,7,3,2,2,2,3,7
271530055,7,3,2,2,2,3,7
271530060,7,3,2,2,2,3,7
271530065,7,3,2,2,2,3,1
271530070,7,3,2,2,2,3,7
271530075,7,3,2,2,2,3,1
271530080,7,3,2,2,2,3,1
271530085,7,3,2,2,2,3,1
271530090,7,3,2,2,2,3,1
271530095,7,3,2,2,2,3,7
271530100,7,3,2,2,2,3,1
271530105,7,3,2,2,2,3,1
271530110,7,3,2,2,2,3,1
271530115,7,3,2,2,2,3,1
271530120,7,3,2,2,2,3,1
271530126,7,3,2,2,2,3,1
271530135,7,3,2,2,2,3,1
271530140,7,3,2,2,2,3,1
271530145,7,3,2,2,2,3,1
271530150,7,3,2,2,2,3,1
271530155,7,3,2,2,2,3,1
271530160,7,3,2,2,2,3,1
271530165,7,3,2,2,2,3,1
271530170,7,3,2,2,2,3,7
271530173,7,3,2,2,2,3,1
271530175,7,3,2,2,2,3,1
271530180,7,3,2,2,2,3,1
271530185,7,3,2,2,2,3,1
271530188,7,3,2,2,2,3,1
271530190,7,3,2,2,2,3,1
271530195,7,3,2,2,2,3,1
271550005,7,3,3,2,7,3,7
271550010,7,3,3,2,7,3,7
271550015,7,3,3,2,7,3,7
271550020,7,3,3,2,7,3,7
271550025,7,3,3,2,7,3,7
271550027,7,3,3,2,7,3,7
271550030,7,3,3,2,7,3,7
271550035,7,3,3,2,7,3,7
271550040,7,3,3,2,7,3,7
271550045,7,3,3,2,7,3,7
271550050,7,3,3,2,7,3,7
271550055,7,3,3,2,7,3,7
271550060,7,3,3,2,7,3,7
271550065,7,3,3,2,7,3,7
271550070,7,3,3,2,7,3,7
271550075,7,3,3,2,7,3,7
271550080,7,3,3,2,7,3,7
271550085,7,3,3,2,7,3,7
271550090,7,3,3,2,7,3,7
271550095,7,3,3,2,7,3,7
271570005,1,6,4,3,3,1,8
271570010,1,6,4,3,3,1,8
271570015,1,6,4,3,3,1,8
271570020,1,6,4,3,3,1,8
271570025,1,6,4,3,3,1,8
271570030,1,6,4,3,3,1,8
271570035,1,6,4,3,3,1,8
271570040,1,6,4,3,3,1,8
271570045,1,6,4,3,3,1,8
271570050,1,6,4,3,3,1,8
271570055,1,6,4,3,3,1,8
271570060,1,6,4,3,3,5,8
271570065,1,6,4,3,3,5,8
271570070,1,6,4,3,3,5,8
271570075,1,6,4,3,3,5,8
271570080,1,6,4,3,3,1,8
271570085,1,6,4,3,3,1,8
271570090,1,6,4,3,3,1,8
271570095,1,6,4,3,3,1,8
271570100,1,6,4,3,3,1,8
271570105,1,6,4,3,3,5,8
271570110,1,6,4,3,3,1,8
271570115,1,6,4,3,3,5,8
271570120,1,6,4,3,3,1,8
271570125,1,6,4,3,3,1,8
271570130,1,6,4,3,3,1,8
271570140,1,6,4,3,3,5,8
271570145,1,6,4,3,3,5,8
271570150,1,6,4,3,3,5,8
271570155,1,6,4,3,3,1,8
271570160,1,6,4,3,3,1,8
271570165,1,6,4,3,3,1,8
271570170,1,6,4,3,3,1,8
271590005,7,1,3,1,1,2,7
271590010,7,1,3,1,1,2,7
271590015,7,1,3,1,1,2,1
271590020,7,1,3,1,1,2,1
271590025,7,1,3,1,1,2,1
271590030,7,1,3,1,1,2,1
271590032,7,1,3,1,1,2,7
271590035,7,1,3,1,1,2,1
271590040,7,1,3,1,1,2,7
271590045,7,1,3,1,1,2,1
271590050,7,1,3,1,1,2,7
271590055,7,1,3,1,1,2,7
271590060,7,1,3,1,1,2,7
271590065,7,1,3,1,1,2,7
271590070,7,1,3,1,1,2,7
271590075,7,1,3,1,1,2,7
271590080,7,1,3,1,1,2,1
271590085,7,1,3,1,1,2,1
271590090,7,1,3,1,1,2,1
271590095,7,1,3,1,1,2,7
271590100,7,1,3,1,1,2,7
271590105,7,1,3,1,1,2,7
271590110,7,1,3,1,1,2,7
271590120,7,1,3,1,1,2,7
271590125,7,1,3,1,1,2,1
271610005,1,6,4,3,3,1,2
271610010,1,6,4,3,3,1,2
271610015,1,6,4,3,3,1,2
271610020,1,6,4,3,3,1,2
271610025,1,6,4,3,3,1,2
271610030,1,6,4,3,3,1,2
271610035,1,6,4,3,3,1,2
271610045,1,6,4,3,3,1,2
271610050,1,6,4,3,3,1,2
271610055,1,6,4,3,3,1,2
271610060,1,6,4,3,3,1,2
271610065,1,6,4,3,3,1,2
271610070,1,6,4,3,3,1,2
271610075,1,6,4,3,3,1,2
271610080,1,6,4,3,3,1,2
271610085,1,6,4,3,3,1,2
271610090,1,6,4,3,3,1,2
271610095,1,6,4,3,3,1,2
271610100,1,6,4,3,3,1,2
271610105,1,6,4,3,3,1,2
271610110,1,6,4,3,3,1,2
271610115,1,6,4,3,3,1,2
271630005,4,5,6,6,6,8,4
271630010,4,5,6,6,6,8,4
271630015,4,5,6,6,6,8,4
271630020,4,5,6,6,6,8,4
271630025,4,5,6,6,5,8,4
271630030,4,5,6,6,5,8,4
271630035,4,5,6,6,5,8,6
271630040,2,5,6,6,6,5,8
271630045,2,5,6,6,6,5,8
271630050,2,5,6,6,6,5,4
271630055,2,5,6,6,6,5,8
271630060,2,5,6,6,6,5,4
271630065,2,5,6,6,6,5,4
271630070,2,5,6,6,6,5,8
271630095,4,5,6,6,5,8,4
271630100,2,5,6,6,6,5,4
271630105,8,5,6,6,5,4,4
271630110,8,5,6,6,5,4,4
271630115,8,5,6,6,5,4,4
271630120,8,5,6,6,5,4,4
271630125,8,5,6,6,5,4,4
